Review,Clean_Review,Topic
"This course is helpful for being introduced to Python. The only comments I have is to maybe increase the amount of exercises to really drill the concepts in. Also, to include all current chapter components learned into the current chapter exercise. For example, try and except wasn't applied until the next chapter or two. Not a real problem, but would be helpful while it is still fresh and able to work a few different exercises.",course helpful introduced python comment maybe increase amount exercise really drill concept also include current chapter component learned current chapter exercise example try except wasnt applied next chapter two real problem would helpful still fresh able work different exercise,1
"  Dr.Chuck was the best instructor one could ever get. I've learned some many new concepts. I never knew python before.Once I got registered for this course, it made me help to learn the basic principles of python.I am glad for coursera for offering these courses.At the end of the course,I've learnt the importance of python.The designing of assignments , material , quizzes were at it's best and were so creative.  ",drchuck best instructor one could ever get ive learned many new concept never knew python beforeonce got registered course made help learn basic principle pythoni glad coursera offering coursesat end courseive learnt importance pythonthe designing assignment material quiz best creative,0
"This course was very straightforward to understand. The lecturer taught it at a level that you didn't drown in the math, but if you were interested in going deeper in the math you could. The programming exercises were straightforward to complete yet I learned a lot and gained confidence in the material that was taught. I would highly recommend this course for anyone who has some programming skills but does not have skills in Neural Networks or Deep Learning.",course straightforward understand lecturer taught level didnt drown math interested going deeper math could programming exercise straightforward complete yet learned lot gained confidence material taught would highly recommend course anyone programming skill skill neural network deep learning,2
  Great introductory class covering a wide range of topics. Videos are engaging and the modules build on each other logically and are easy to follow. I appreciated being able to reset deadlines and work at my own pace. Highly recommended course for anyone with a passing interest in this field. Thanks Coursera & Professor Bloom!  ,great introductory class covering wide range topic video engaging module build logically easy follow appreciated able reset deadline work pace highly recommended course anyone passing interest field thanks coursera professor bloom,4
The best place to learned anything Coursera is best of best . this is the best leraning website i ever see in my whole life     .  thanks to team coursera,best place learned anything coursera best best best leraning website ever see whole life thanks team coursera,0
"this is the best course I have been ever seen, who want to build their career in deep learning then this is perfect for it, but before u start this course u have good knowledge about machine learning, and for machine learning, u can start Mr. Andrew ng course then after u will enroll on this course this is my recommendation.",best course ever seen want build career deep learning perfect u start course u good knowledge machine learning machine learning u start mr andrew ng course u enroll course recommendation,2
The course was really simple yet important.Thanks Andrew!!!,course really simple yet importantthanks andrew,4
Exceptional teaching; thoroughly enjoyed the learning process; looking forward to completing the specialisation!,exceptional teaching thoroughly enjoyed learning process looking forward completing specialisation,0
This was more that I was expected. I already had some knowledge on AI but I ve learned more in short time,expected already knowledge ai learned short time,0
"I loved every aspect of this course. The animated lectures reduced distractions and were captivating throughout. The amount of information in the course never felt overwhelming, even though there are a lot of materials. I found the assessments fair, and the extra materials (articles) really helpful",loved every aspect course animated lecture reduced distraction captivating throughout amount information course never felt overwhelming even though lot material found assessment fair extra material article really helpful,0
"I'm truly impressed, especially by your noble intention that everyone should have access to programming lectures! And with regard to Python, its really good!",im truly impressed especially noble intention everyone access programming lecture regard python really good,0
Best course on cousera for computer networking,best course cousera computer networking,0
"Hi to all team who had put their Mount Everest's height like efforts for making this a fab course and self explained assignments.And special thanks and love for my dear Andrew sir for teaching too smoothly and always relaxing their students by saying ""If you don't get it,don't worry, we will see it after sometime"".One more Special credit and mention for team who built these amazing self explained and too easy to understand python notebooks so that even a kindergarten student can get this and one only needs to pay attention on making skills and not on other things like how to fetch data,and how many and which libraries to be added etc.Thanks and kudos to all team and loads of respect to DEAR ANDREW SIR.",hi team put mount everest height like effort making fab course self explained assignmentsand special thanks love dear andrew sir teaching smoothly always relaxing student saying dont get itdont worry see sometimeone special credit mention team built amazing self explained easy understand python notebook even kindergarten student get one need pay attention making skill thing like fetch dataand many library added etcthanks kudos team load respect dear andrew sir,0
"This is a great course for learning the basics of programming with Python in a comprehensive manner. Emphasis is being laid on some fundamental programming logic, and nuances with the syntax is also explored to a satisfactory level. This is highly recommended for beginners.",great course learning basic programming python comprehensive manner emphasis laid fundamental programming logic nuance syntax also explored satisfactory level highly recommended beginner,4
NICE),nice,4
"The course teaches a lot, and teaches it well. It's like taking a college course at a very good university. I will be taking the A+ core 1 and 2 later this year. This isn't a review class for A+ but it is like a great companion course of study - to really understand networking from all layers and in a variety of implementations.",course teach lot teach well like taking college course good university taking core later year isnt review class like great companion course study really understand networking layer variety implementation,0
"This was my first course in Neural Networks and the instructor explains the lessons well, combining a little calculus with programming applications. I like how he emphasized and trained the audience with matrix dimensions (the dimensions of parameters), since this topic cannot go unnoticed in setting up even the most basic neural network.",first course neural network instructor explains lesson well combining little calculus programming application like emphasized trained audience matrix dimension dimension parameter since topic cannot go unnoticed setting even basic neural network,2
Its good for beginer/,good beginer,4
Excellent Instructor and Excellent course outline. You will enjoy every single of time. Highly Recommended.,excellent instructor excellent course outline enjoy every single time highly recommended,4
Superb learning with GOOGLE Team.,superb learning google team,0
Week 2... tough could of done a better job explaining hard to grasp concepts,week tough could done better job explaining hard grasp concept,1
a really great and interesting course,really great interesting course,4
"It actually is a ""Getting Started"" course, as it felt way to easy.",actually getting started course felt way easy,1
"This course has provided me the best insights of an AI system, I couldn't be more thankful.Thank you so much Andrew",course provided best insight ai system couldnt thankfulthank much andrew,2
It is an excellent course for someone who wants to know some basics about psychology.,excellent course someone want know basic psychology,4
This course is comparatively easy,course comparatively easy,1
Back-propagation equations are the most difficult concept. But the derivation of the equations is glossed over to accommodate students who are not familiar with calculus. This is too limiting. The algorithms are calculus driven. The course would have much greater potential if basic differential calculus skills were a prerequisite.,backpropagation equation difficult concept derivation equation glossed accommodate student familiar calculus limiting algorithm calculus driven course would much greater potential basic differential calculus skill prerequisite,2
Wonderful lecturer! I have programming background so I skipped a few lectures. I believe this is truly a good module for beginners without programming experience as the lecturer goes detailed in explaining the concepts. ,wonderful lecturer programming background skipped lecture believe truly good module beginner without programming experience lecturer go detailed explaining concept,4
This course is very useful for students interested in technologies and automation.,course useful student interested technology automation,2
This course was awesome!!  The instructor explained the concepts very well and very thoroughly!!!,course awesome instructor explained concept well thoroughly,4
"This course is useful but maths is not fully explained. Only about DL and NNs (as is said), keep it in mind)",course useful math fully explained dl nns said keep mind,2
i did'nt got my certificate and this site id verification sucks really.... please help,didnt got certificate site id verification suck really please help,1
I've learned a ton about networking down from its origins to where it's going. I am excited to keep on learning about this vast and growing niche in IT.,ive learned ton networking origin going excited keep learning vast growing niche,0
i enjoyed and learned a lot from this course . ,enjoyed learned lot course,0
"The teacher is just amazing! if I'm gonna be a teacher, I am gonna be one like her. She's very enthusiastic and makes it more comfortable to learn. Overall the course was great, the assignments can be very tricky and hard for someone new to programming. The final assignment was tough especially since I wasn't familiar with Jupyter notebook but it all worked out, def needs some patience. It was overall worth it, Thank you google, Thank you coursera!",teacher amazing im gonna teacher gonna one like shes enthusiastic make comfortable learn overall course great assignment tricky hard someone new programming final assignment tough especially since wasnt familiar jupyter notebook worked def need patience overall worth thank google thank coursera,0
Useful for Beginners! Maybe a bit slow for people with experience in other programming languages.,useful beginner maybe bit slow people experience programming language,4
Thanks allot for the entire course!,thanks allot entire course,0
"Very clear explanations, really good information",clear explanation really good information,4
It really helped me to get the catch of the things. Would recommend though to shift to python 3.6 as most of the editors use it.,really helped get catch thing would recommend though shift python editor use,0
Good course covering all basics of python which is helpful in making carrier in IT.I am very much thankful to the instructor.,good course covering basic python helpful making carrier iti much thankful instructor,4
"This is a great class to get introduced to deep learning concepts and get some hands on experience with the underlying machine learning aspects. The Jupyter notebooks are great in that you are left with something you can use later as a starting point if you want to do your own implementations. The flip side of that is that, in my view, the coding assignments are made too easy and I feel that after all the hints and given the code you are given, the student's contribution is a tad too trivial at that point. Still, this doesn't change my rating because from the perspective of learning about DL concepts, this is not a crucial point. Since the course is still very new, there remain a few bits of consistency in notation and other little details that haven't yet been 100% fixed, but there's a lot of activity in the forums to help you clarify things and give feedback on what is not working. As usual, Andrew Ng does a great job of motivating and explaining all the concepts. If you enjoyed his ML class, definitely go with this specialization. ",great class get introduced deep learning concept get hand experience underlying machine learning aspect jupyter notebook great left something use later starting point want implementation flip side view coding assignment made easy feel hint given code given student contribution tad trivial point still doesnt change rating perspective learning dl concept crucial point since course still new remain bit consistency notation little detail havent yet fixed there lot activity forum help clarify thing give feedback working usual andrew ng great job motivating explaining concept enjoyed ml class definitely go specialization,1
Thank you for such nice course available to us.This course really help to understand basic of python.Those who want to learn basic of python this is right course to start learning python language. ,thank nice course available usthis course really help understand basic pythonthose want learn basic python right course start learning python language,4
"It was really a nice experience. The course is well organized. Though it would have been better if there was one more simulation with completely different situation, with someone who is not that much optimistic like Gina.",really nice experience course well organized though would better one simulation completely different situation someone much optimistic like gina,1
"Interesting! It's very easy to understand. I really appreciate  the instructor,Dr. Chuck, for everything in his efforts. It really helps me a lot.",interesting easy understand really appreciate instructordr chuck everything effort really help lot,0
The best course for the starters. A detailed explanation of the curriculum and the best explanation so far. The coolest part is the quizzes and the assignments with a deadline. I rate 5 /5.,best course starter detailed explanation curriculum best explanation far coolest part quiz assignment deadline rate,4
The course is well developed and python for everybody book is very helpful but the instructor should teach problems with a little low pace.  ,course well developed python everybody book helpful instructor teach problem little low pace,1
"Being a new person to AI, this course provides a complete overview  on what are the options ,job roles etc available in world of AI and what future looks like. It also provide numerous projects ideas to try with. I personally like simple explanation by Dr Andrew on each sub topic of AI and his personal experiences in the field. ",new person ai course provides complete overview option job role etc available world ai future look like also provide numerous project idea try personally like simple explanation dr andrew sub topic ai personal experience field,2
"Great beginners course, as someone who has taken other CS classes at university, I can attest that Professor Severance is the person you want to be learning from. Great explanations, doesn't make the subject boring",great beginner course someone taken c class university attest professor severance person want learning great explanation doesnt make subject boring,0
Very useful for beginners !,useful beginner,4
I really enjoyed this course. It is interactive enough even though it was taught online and for most part of it theories had been accompanied with examples to help better understand it.,really enjoyed course interactive enough even though taught online part theory accompanied example help better understand,1
Auto grader is finiky and not that good in explaining what is required.,auto grader finiky good explaining required,1
good course and great instructor by the way he simple enough but for how have  a programming background little bitbut i encourage everybody to enroll in this course to understand how to get programming classes and it is very important skill for how's intended to teach him self programming at home ,good course great instructor way simple enough programming background little bitbut encourage everybody enroll course understand get programming class important skill hows intended teach self programming home,4
This course helped me understand the AI from the basics. The procedures are explained very clearly to make them understand in a layman sense. I would apply the learnings at my work. Thank you!,course helped understand ai basic procedure explained clearly make understand layman sense would apply learning work thank,2
"I had no experience with any kind of programming, but in this course everything was given step by step, so it was interesting, because it was not too easy, but not so hard that you want to quit.",experience kind programming course everything given step step interesting easy hard want quit,4
I had not recieved certificate of my name although profile is of my name,recieved certificate name although profile name,2
"I am a first time learner of programming language and to be honest this course is worth learning. With every excercise, quiz or assignment I learnt something. Thanks for the course. ",first time learner programming language honest course worth learning every excercise quiz assignment learnt something thanks course,0
This course is awesome one .Nothing to worry about anything related through course.I learn lot of things through the course .Thank you Google..I'm coming soon.. in the dept...,course awesome one nothing worry anything related coursei learn lot thing course thank googleim coming soon dept,0
Brilliant course. Easy to learn makes it simpler to understand the basic knowledge of internal work snd programming.,brilliant course easy learn make simpler understand basic knowledge internal work snd programming,2
I rated this course as OK (3) as in the end the exercised were mere a 'fill in the dots'.I loved to learn the gradient decent and learning numpy quirks.,rated course ok end exercised mere fill dotsi loved learn gradient decent learning numpy quirk,2
"This is a must-do course for anyone interested in Python programming. the course was well-balanced in terms of toughness and on-spot curriculum. In summary, this course is Amazing!!!!!!!",mustdo course anyone interested python programming course wellbalanced term toughness onspot curriculum summary course amazing,4
This is an excellent course for getting knowledge about What we can do with AI and What we Can't.Excellent Course,excellent course getting knowledge ai cantexcellent course,2
Very helpful review of what is going on behind the scenes of what computers do,helpful review going behind scene computer,0
Excellent way of teaching and learning!,excellent way teaching learning,4
very good lecture!,good lecture,1
"Very Nice Interactive Course, just like python interpreter! and best part is there are interviews of people who has made the state of the art software; which makes this course more promising and build's ones confidence in programming.",nice interactive course like python interpreter best part interview people made state art software make course promising build one confidence programming,1
Loved it  ❤️,loved,0
"However I think could had a lot of despondency. Some information have being repeated over and over. I do not think it is necessary bad in general, actually. It is ideal for a programmers with minimal math skills. I will keep progressing on this path keep taking the courses from this certification",however think could lot despondency information repeated think necessary bad general actually ideal programmer minimal math skill keep progressing path keep taking course certification,1
nice. very well planed.,nice well planed,4
the course is really good must try it is bigger friendly everyone should try it.,course really good must try bigger friendly everyone try,1
"This is a great course for all those who wants to know about the networking. Great tutors, assignments were tough. I struggled but I learnt so much. ",great course want know networking great tutor assignment tough struggled learnt much,1
Absolutely a great course. The way this course help me to understand python basics and write program was great. Dr Chuck is a great instructor.,absolutely great course way course help understand python basic write program great dr chuck great instructor,4
The course is very well designed! Kudos to Team Google on such a marvelous content delivery and very well designed curriculum!! I would definitely recommend this course to my friends! :)  ,course well designed kudos team google marvelous content delivery well designed curriculum would definitely recommend course friend,4
Well paced. I do wish that the last lesson wasn't so crammed in and difficult. I can understand to push for more material but that last week alone could have been split in two.,well paced wish last lesson wasnt crammed difficult understand push material last week alone could split two,1
Its a great course. I learned a lot from it up-to know.,great course learned lot upto know,0
"The course expands on the neural network portion of Andrew Ng's original Machine Learning course, but ported over to Python. Even though it is spread out over 4 weeks, it really doesn't cover any additional material. Instead, Ng repetitively goes over the math and coding with vectors in Python, while stressing how hard the calculus derivation would be. This might all be helpful to you if calculus was not your strong suit, but my guess is that if you have any kind of background in computer science or statistics, the math in this course would be almost elementary. The assignments are done on Python Jupyter notebooks, which has the advantage of a standard environment, but disadvantage in that it hides some abstractions. Specifically, you lose the sense of what the actual code would look like in a Python IDE. Sure, you can download the notebooks as .py files. Much of the code is pre-written, and you only fill in a few lines of code in each assignment. It would take a lot of self-study on what's actually going on in setting up the programs to actually be able to self-write a neural network. Although Python is without question more popular in machine learning than Octave, it is more popular because of its library support, and in a course that requires you to build your own neural network instead of using libraries (besides numpy), that doesn't matter. I preferred doing the assignments in Octave rather than the notebooks.Since it is impossible to purchase this course on its own, perhaps the bigger question is whether the specialization is worth it. Courses 4 and 5 are not up at the time of this review, but Course 3 is only 2 weeks with 2 quizzes and no programming assignments, and Course 2 is about hyperparameter tuning, arguably the most novel in the 3 courses, but still not something that deserves its own specialization or even its own course. My suggestion is to watch all the lectures for free. And then use your free week to do the programming assignments, which you can probably finish in a day, across all the courses.",course expands neural network portion andrew ng original machine learning course ported python even though spread week really doesnt cover additional material instead ng repetitively go math coding vector python stressing hard calculus derivation would might helpful calculus strong suit guess kind background computer science statistic math course would almost elementary assignment done python jupyter notebook advantage standard environment disadvantage hide abstraction specifically lose sense actual code would look like python ide sure download notebook py file much code prewritten fill line code assignment would take lot selfstudy whats actually going setting program actually able selfwrite neural network although python without question popular machine learning octave popular library support course requires build neural network instead using library besides numpy doesnt matter preferred assignment octave rather notebookssince impossible purchase course perhaps bigger question whether specialization worth course time review course week quiz programming assignment course hyperparameter tuning arguably novel course still something deserves specialization even course suggestion watch lecture free use free week programming assignment probably finish day across course,1
Very good course. Even non technical person is also easily understands. ,good course even non technical person also easily understands,2
"I thing this course was very useful as an introduction to financial markets. The professor is very enthusiastic and committed to what he teaches. Its a pity that there are people that things this course is a waste of time. If you want to know what I think about this people, you can use Google Translator as an example that you can search for what you don't know on the INTERNET.  Por mi parte este curso me fue muy útil como introducción a los mercados financieros, lleno de ejemplos y que cambió mi perspectiva de los mercados financieros.  He leído las opiniones del curso y son muy variadas, pero hay una en especial que me molestó demasiado. Un sujeto llamado James R. dice ser doctor (no se en qué) y tener casi 20 años de profesor titular (quien sabe donde). Se la pasa criticando el curso alegando que hay muchas cosas no explicadas o que no se encuentran en el curso. Sin embargo, creo que basta con poner la definición en Internet para encontrarla. Si bien muchas formulas no están explicadas, estoy seguro que la razón es porque para poder explicar de donde vienen se necesitaría más teoría. No se si la gente no es capaz de leer antes que este curso es para principiantes, lo importante es entender los conceptos como tal, ¡SABER QUE EXISTEN!, esta diseñado para personas que no tienen conocimientos avanzados en finanzas ni economía.",thing course useful introduction financial market professor enthusiastic committed teach pity people thing course waste time want know think people use google translator example search dont know internet por mi parte este curso fue muy til como introduccin los mercados financieros lleno de ejemplos que cambi mi perspectiva de los mercados financieros ledo la opiniones del curso son muy variadas pero hay una en especial que molest demasiado un sujeto llamado james r dice ser doctor se en qu tener casi aos de profesor titular quien sabe donde se la pasa criticando el curso alegando que hay muchas cosas explicadas que se encuentran en el curso sin embargo creo que basta con poner la definicin en internet para encontrarla si bien muchas formula estn explicadas estoy seguro que la razn e porque para poder explicar de donde vienen se necesitara m teora se si la gente e capaz de leer ante que este curso e para principiantes lo importante e entender los conceptos como tal saber que existen esta diseado para persona que tienen conocimientos avanzados en finanzas ni economa,3
Wonderful Course!,wonderful course,4
"I have taken my share of First Aid courses, and have trained with my local Emergency Responders to become a Community Emergency Responder. I've also taken additional training to help with Emergency Communications. However, I am all too aware that the psychological impact of a disaster can be tremendous. I want to be best able to help my family, my neighbors, and my greater community, when disaster strikes. I've lived through Loma Prieta, and I had responsibility as a Resident Assistant, and we were poorly prepared. Thankfully, there was no physical harm to any in my care, but this psychological piece was missing for me, and for my residents, and my fellow staff. And, I can do what this course asks. My biggest problem in a local emergency will be the lack of a robust public health infrastructure, so I will need to work with my sponsoring agency to see about our referral resources, for those needing more care.  And, the section on self care is important, as I will be likely impacted by any disaster where I deploy since I am a CERT member, a member of the Community. Thank you sir. ",taken share first aid course trained local emergency responder become community emergency responder ive also taken additional training help emergency communication however aware psychological impact disaster tremendous want best able help family neighbor greater community disaster strike ive lived loma prieta responsibility resident assistant poorly prepared thankfully physical harm care psychological piece missing resident fellow staff course asks biggest problem local emergency lack robust public health infrastructure need work sponsoring agency see referral resource needing care section self care important likely impacted disaster deploy since cert member member community thank sir,0
"An excellent course with some fascinating material.  In my opinion, real life videos of the professor delivering the material (rather than animations) would improve engagement.",excellent course fascinating material opinion real life video professor delivering material rather animation would improve engagement,0
"Unfortunately, the course is rather hand-wavy... Without prior knowledge in statistics a lot of the concepts are not really clear. ",unfortunately course rather handwavy without prior knowledge statistic lot concept really clear,0
Some of the quizzes were difficult to understand what we needed to do. ,quiz difficult understand needed,1
Excellent! I really enjoyed it and learned a lot!,excellent really enjoyed learned lot,0
Great videos + explanations.  Assignments were too easy and didn't require a great deal of thinking. ,great video explanation assignment easy didnt require great deal thinking,1
"Excellent introduction to Python. Instructor teaches with humour and lots of examples, making the lecture videos useful and entertaining. Good pace for an intro course, easy to start with increasing difficulty as it progresses.",excellent introduction python instructor teach humour lot example making lecture video useful entertaining good pace intro course easy start increasing difficulty progress,4
"Excelente el curso, Andrew verdaderamente digno de llamarse un Maestro.",excelente el curso andrew verdaderamente digno de llamarse un maestro,3
"An absolutely wonderful course and a great insight into the field of psychology. Prof. Paul was also outstanding in explaining each module in a way which can be understood by anyone, and has managed to increase my interest in this field even more. I highly recommend it to those looking to get a glimpse in to the world of the mind and leave the course wanting more.",absolutely wonderful course great insight field psychology prof paul also outstanding explaining module way understood anyone managed increase interest field even highly recommend looking get glimpse world mind leave course wanting,0
GOOD SAYING ABOUT AI FOR EVERYONE ,good saying ai everyone,2
With a great teacher I could learn the basic skills of Python and the logic behind a programming language.,great teacher could learn basic skill python logic behind programming language,4
It is so clear. I know more from it,clear know,2
learned a lot ,learned lot,0
Great material that challenges you to keep learning.,great material challenge keep learning,1
Very good course for both people with technical and non-technical backgrounds to start learning Python. Prof. Severance does a great job explaining the concepts with good examples. The quiz and exercises make sure you have grasped concepts practically.,good course people technical nontechnical background start learning python prof severance great job explaining concept good example quiz exercise make sure grasped concept practically,4
"This is the best and one of the most useful courses I have ever attended. I have learnt so much and this course gives a fantastic overview of the subject of psychology. I took this course because I have always been interested in the way people think and curious about the motivations for their behaviours. But more importantly, i wanted to understand my kids more, and help them in their pursuits in life, if I could. Some of the biggest challenges are in the areas of understanding their motivations and capabilities, and one current challenge is in memory retention for their studies. This course gave me a good overview on that, from encoding and methods of encoding information and how failures of memory can occur. But the sum of all the other parts, in understanding their personalities and perceptions are also important, because their ability to learn and retain information and translate them to knowledge also depends on how they think and where and why they are having challenges. I am reviewing the materials again and again because each time I learn something more than my initial reading. Prof Bloom has managed to condense the breadth and scope of a very complex and wide subject into a highly informational course. I am very grateful for these materials, to have an expert summarize the critical areas of learning to be further explored, if desired. The world is made better by generous contributions as these, for those who wish to understand oneself and others a little more, there is no parallel as starting point.I also found the animations cute as helpful mnemonics, well done to the animator! And to the Prof who understood that some of us especially an auditory and visual learner like myself need these to help make the points more distinctive and interesting. Lastly the last chapter on The Good Life, Subjective Well-Being, so needed to tie everything together, for we are a species who can not only intelligently process the causes and effects of our condition, but to also by our actions and design enrich ourselves and others if we so wish. Thank you Prof Bloom and Coursera, and Ms Julia Veldman the visual storyteller.",best one useful course ever attended learnt much course give fantastic overview subject psychology took course always interested way people think curious motivation behaviour importantly wanted understand kid help pursuit life could biggest challenge area understanding motivation capability one current challenge memory retention study course gave good overview encoding method encoding information failure memory occur sum part understanding personality perception also important ability learn retain information translate knowledge also depends think challenge reviewing material time learn something initial reading prof bloom managed condense breadth scope complex wide subject highly informational course grateful material expert summarize critical area learning explored desired world made better generous contribution wish understand oneself others little parallel starting pointi also found animation cute helpful mnemonic well done animator prof understood u especially auditory visual learner like need help make point distinctive interesting lastly last chapter good life subjective wellbeing needed tie everything together specie intelligently process cause effect condition also action design enrich others wish thank prof bloom coursera m julia veldman visual storyteller,0
a great short course covering everything you need to know for Psych First Aid!,great short course covering everything need know psych first aid,0
"It was a great experience to learn in this Coursera, and it is an excellent online platform to learn anything we want.",great experience learn coursera excellent online platform learn anything want,4
Great feeling!!,great feeling,0
Very insightful and very practical knowledge in Financial markets. I am so glad that I took this course and deeply thank Prof. Shiller. He is a legend.,insightful practical knowledge financial market glad took course deeply thank prof shiller legend,0
An excellent course for everyone who wants to gain a general understanding of what AI is. My first course at Coursera and it was totally worth it.,excellent course everyone want gain general understanding ai first course coursera totally worth,2
It was a bit confusing in first notebook of week 4. But overall course is very good. Now I have a sound understanding of deep learning and math behind it. ,bit confusing first notebook week overall course good sound understanding deep learning math behind,1
"Thanks a lot Google for sponsoring this course, learned a lot about computer networks and I feel Techy from all the knowledge I gathered from the course.",thanks lot google sponsoring course learned lot computer network feel techy knowledge gathered course,0
I am glad that I completed this course it provides me a lot of financial updates which helps me in my career. Thanks,glad completed course provides lot financial update help career thanks,0
Helpful course,helpful course,4
"Lots of important information to absorb and learn from, pretty useful one to learn to help diagnostics or fix your common problems. I learned a lot from this",lot important information absorb learn pretty useful one learn help diagnostics fix common problem learned lot,1
"Though I had some struggles with this course, I would like to say that I am thrilled to have completed it!Thank you! ",though struggle course would like say thrilled completed itthank,0
"The week's 5 Graded Assessment, for this course should definitely be reviewed or changed, it was the most difficult assessment I've come across since doing this overall course. Other than that this course was definitely worth it.",week graded assessment course definitely reviewed changed difficult assessment ive come across since overall course course definitely worth,1
Amazing instructor that truly knows her stuff!!!,amazing instructor truly know stuff,0
the course explain this language on a very fundamental level so you can learn Python with least background knowledge possible.,course explain language fundamental level learn python least background knowledge possible,4
Best Instructor i have ever seen. He teach us so easily with great gesture and funny expression. Really i am totally impressed.,best instructor ever seen teach u easily great gesture funny expression really totally impressed,4
Very in depth show into how deep learning models work.,depth show deep learning model work,2
Wonderful introduction to Python. Absolutely no experience with programming of any sort and I flew through the course due to great teaching and approachable material. Looking forward to more!,wonderful introduction python absolutely experience programming sort flew course due great teaching approachable material looking forward,4
Love you Google !! For this ,love google,0
Very structured AI course materials and significantly improve my AI knowledge ,structured ai course material significantly improve ai knowledge,2
This is a good course to spend ours free time,good course spend free time,1
So much information so organized so excited ,much information organized excited,4
An amazing introduction to the human mind and behavior ,amazing introduction human mind behavior,0
Some repetition from the machine learning course i took last year.,repetition machine learning course took last year,2
Easy to follow and well informed assignments to try on first go !!!!,easy follow well informed assignment try first go,1
A little bit too easy for me. I understand though~ python for everybody.,little bit easy understand though python everybody,4
This course is very technical.  It required a deep understading of the Google Network Model. ,course technical required deep understading google network model,2
It's a great addition to the book. This course would perfectly feet those who're completely new to programming. ,great addition book course would perfectly foot whore completely new programming,1
Its Waoooo....,waoooo,0
Very comprehensive!,comprehensive,4
It is good starting point for any non-programmer as well as for people like me who are familiar with the programming. Dr. Chuck teaches with an ease that even a novice can understand. the assignments and quizzes are also very helpful.,good starting point nonprogrammer well people like familiar programming dr chuck teach ease even novice understand assignment quiz also helpful,4
Amazing course. Great way get into the details of deep learning. Andrew Ng has amazing educational talents and can get you excited about deep learning. You will get to know not only the theory and practice in Python but you can also learn about peole who created deep learning as it is today.,amazing course great way get detail deep learning andrew ng amazing educational talent get excited deep learning get know theory practice python also learn peole created deep learning today,2
"It is a very good course, but if you are complete beginner to programming then it will definitely help you",good course complete beginner programming definitely help,4
"Andrew Ng is an amazing professor, he articulates the entirety of the course very clearly and manages to boil down information about AI to it's most basic form, making the course highly comprehensible and informative.",andrew ng amazing professor articulates entirety course clearly manages boil information ai basic form making course highly comprehensible informative,4
"Interesting and valuable course. However, additional guidance on the use of caches, and the vagaries of using dictionaries vs. arrays would have made the assignments less frustrating.",interesting valuable course however additional guidance use cache vagary using dictionary v array would made assignment less frustrating,1
"What an amazing course! i completed it over a month, and I have learned so much. this course has given me a different perspective on life, and the subject itself is utterly fascinating. thank you, Professor Bloom, for the amazing animations, the fun little videos to keep attention, your eye for detail and your easy to understand way of explaining and teaching!",amazing course completed month learned much course given different perspective life subject utterly fascinating thank professor bloom amazing animation fun little video keep attention eye detail easy understand way explaining teaching,0
it was an amazing course,amazing course,4
"The course is fun, and the instructor is amazing and super hilarious!",course fun instructor amazing super hilarious,4
Very informative. Very helpful. Highly recommendable especially to those people who needs all interventional aspects,informative helpful highly recommendable especially people need interventional aspect,4
It has been an enriching first online course for me and thanks to Johns Hopkins and Dr Everly for mounting this very helpful module. I sure will use this in my future works as a psychologist. Thank you very much. ,enriching first online course thanks john hopkins dr everly mounting helpful module sure use future work psychologist thank much,0
A great start to anyone looking to understand the basic workings of the mind. I hope it does you as much good as it did me.,great start anyone looking understand basic working mind hope much good,2
"Gentle introduction to the very exciting field of neural networks and deep learning. It doesn't delve into the underlying math in great depth, which in my opinion would be good to learn, but it certainly provides students with intuitions and guidelines on how to build their own deep learning applications. As always, thank you so much for this amazing course, Andrew Ng.",gentle introduction exciting field neural network deep learning doesnt delve underlying math great depth opinion would good learn certainly provides student intuition guideline build deep learning application always thank much amazing course andrew ng,2
"This course is excellent! I loved the course content, the very interactive assignments, and especially the incredible Professor Charles Severance. Professor Severance does an incredible job unfolding programming for beginners, just starting out (like me). The content taught is mainly in the form of videos and the visuals really helped me understand the content very clearly. The assignments and quizzes are made to simply make sure one has been paying attention. They are not hard and not demotivating in the least. I am so very glad I took this course. ",course excellent loved course content interactive assignment especially incredible professor charles severance professor severance incredible job unfolding programming beginner starting like content taught mainly form video visuals really helped understand content clearly assignment quiz made simply make sure one paying attention hard demotivating least glad took course,0
